age_years,gender,ssc_percentage,hsc_percentage,degree_percentage,degree_specialization,technical_score,aptitude_score,communication_score,skills_match_percentage,certifications_count,internship_experience,years_of_experience,career_switch_willingness,relevant_experience,previous_ctc_lpa,expected_ctc_lpa,company_tier,job_role_match,competition_level,bond_requirement,notice_period_days,layoff_history,employment_gap_months,relocation_willingness,status,experience_category,skill_level
22,Male,68.85594524,81.14136029,77.43086414,Electronics,96.86767335,67.8463675,59.61185856,76.4364637,1,No,0,Not Willing,Relevant,4.223377807,6.814879423,Tier 1,Not Matched,Medium,Not Required,0.0,No,3.0,Willing,Not Placed,Fresher,High
29,Male,60.23896488,74.26349784,59.79541135,Computer Science,52.96769038,74.1171304,55.19331124,68.10621511,1,Yes,2,Willing,Relevant,7.679034876,6.833596034,Tier 1,Not Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Senior,Medium
31,Female,69.97121038,76.18283933,77.37173552,Mechanical,70.20756602,56.09712169,66.74759123,86.86891793,0,Yes,4,Willing,Relevant,3.183053768,6.512734786,Tier 3,Matched,Medium,Not Required,15.0,No,0.0,Willing,Placed,Senior,Medium
28,Female,83.17817768,63.94452098,71.66116036,Electronics,67.23504628,43.18501564,49.95137105,69.37242337,0,No,1,Willing,Relevant,1.0,8.566622769,Tier 2,Matched,Low,Not Required,15.0,No,3.0,Not Willing,Not Placed,Junior,Medium
33,Male,82.27901509,89.12259191,78.40816142,Computer Science,85.62963455,64.62036776,49.82417981,72.12425489,1,No,1,Willing,Relevant,4.619615713,5.340130786,Tier 1,Matched,Medium,Required,0.0,No,12.0,Willing,Placed,Senior,High
25,Male,73.04944476,58.72358878,76.94900196,Electronics,55.58193851,61.86573196,60.91523923,74.3162305,3,Yes,0,Not Willing,Not Relevant,4.689283228,9.331394331,Tier 1,Matched,Medium,Not Required,60.0,No,12.0,Willing,Not Placed,Junior,Medium
32,Male,89.66032249,70.89864062,79.34951633,Mechanical,77.95363797,61.37594923,67.87883027,65.73084003,1,Yes,3,Not Willing,Relevant,3.048154476,5.531509696,Tier 1,Not Matched,High,Not Required,15.0,No,0.0,Not Willing,Not Placed,Senior,High
23,Male,70.64837027,65.66073909,81.8665467,Mechanical,60.91813486,76.31748532,48.86519553,53.20490408,2,No,2,Willing,Not Relevant,6.27668183,7.980157766,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Not Willing,Not Placed,Junior,Medium
27,Male,60.19961601,76.84732302,74.27832085,Computer Science,51.70548354,91.47786371,65.90766266,63.70777645,1,No,1,Willing,Relevant,5.060921292,8.547740953,Tier 3,Not Matched,Medium,Not Required,30.0,No,12.0,Not Willing,Not Placed,Junior,Medium
34,Female,58.60616195,64.15940388,79.2423065,Computer Science,79.70852458,73.52703326,59.48450445,63.42793223,3,No,0,Not Willing,Relevant,6.138955443,10.96256087,Tier 1,Matched,High,Not Required,15.0,No,0.0,Not Willing,Not Placed,Senior,High
34,Male,60.04598479,86.51915294,78.80721942,Information Technology,65.45927692,64.62672788,62.33055637,67.48364583,1,No,0,Not Willing,Relevant,4.170559767,8.716616723,Tier 3,Not Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Senior,Medium
22,Female,73.48671672,64.74382901,77.56820561,Electronics,49.53889667,66.41119141,84.53368195,61.60778608,3,No,0,Not Willing,Not Relevant,4.856696671,11.54965902,Tier 1,Matched,High,Required,30.0,No,6.0,Not Willing,Not Placed,Fresher,Low
33,Female,66.14205351,79.33844919,76.98756431,Computer Science,76.26070989,61.02796439,69.71693209,88.87310711,1,Yes,2,Not Willing,Relevant,5.083786284,6.425649371,Tier 2,Not Matched,High,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
23,Male,65.22995622,73.61398525,69.17152366,Others,48.85701676,59.853302,77.24636957,75.1539516,2,Yes,1,Willing,Relevant,7.02380371,7.886625851,Tier 2,Not Matched,High,Required,0.0,No,0.0,Willing,Not Placed,Junior,Low
32,Male,69.92063173,78.16478159,75.91268948,Electronics,78.92093534,47.82824397,63.32882469,74.12115359,2,Yes,2,Willing,Relevant,2.859074587,9.187847636,Tier 2,Matched,Low,Not Required,0.0,No,3.0,Not Willing,Not Placed,Senior,High
29,Male,84.58561946,76.96954645,67.49904184,Others,78.86236894,40.0,60.36771932,72.2123829,1,No,2,Willing,Relevant,7.155569398,13.02594151,Tier 2,Matched,Low,Required,0.0,No,0.0,Not Willing,Not Placed,Senior,High
24,Female,85.10048617,72.33783825,66.42077461,Electronics,76.17357279,78.75077787,56.79860468,76.2211845,2,No,3,Not Willing,Not Relevant,6.158682536,8.144096251,Tier 2,Matched,Medium,Not Required,0.0,No,3.0,Willing,Placed,Junior,High
24,Male,72.73849828,60.59439592,74.80269125,Electronics,79.2519168,63.11149281,81.37425329,94.07124368,3,No,1,Not Willing,Relevant,4.92059609,7.101827807,Tier 1,Matched,Low,Not Required,60.0,No,0.0,Willing,Not Placed,Junior,High
23,Female,77.37801265,71.27478159,76.58919079,Computer Science,77.32599267,70.55773044,67.21108871,71.86023811,0,Yes,2,Not Willing,Relevant,3.857511369,7.146259231,Tier 3,Matched,Low,Not Required,30.0,No,0.0,Willing,Placed,Junior,High
25,Male,76.84944547,62.22706977,78.70617835,Mechanical,78.7987766,80.30026926,71.80119616,66.9900651,2,No,1,Not Willing,Not Relevant,4.585324207,15.45533872,Tier 1,Matched,Low,Not Required,15.0,No,3.0,Willing,Not Placed,Junior,High
23,Female,73.62001277,72.01438305,73.16148221,Mechanical,61.1309996,73.38645039,62.47861658,55.65837482,2,Yes,2,Willing,Relevant,6.160689197,7.601198827,Tier 1,Matched,High,Not Required,15.0,No,0.0,Willing,Placed,Junior,Medium
29,Female,61.25757806,70.11304117,66.35626163,Electronics,66.610429,64.88474696,91.84981445,100.0,0,Yes,1,Not Willing,Relevant,2.380337979,10.16380363,Tier 2,Matched,High,Required,30.0,No,0.0,Willing,Not Placed,Senior,Medium
23,Male,74.88786437,77.31241849,84.85009097,Mechanical,70.92791035,65.86209831,74.87398387,72.60254624,4,No,1,Not Willing,Not Relevant,10.56509935,14.61786474,Tier 2,Not Matched,Medium,Required,15.0,No,6.0,Willing,Not Placed,Junior,Medium
22,Male,65.88611981,69.64641307,78.36421017,Others,49.05705861,51.72230268,74.28717944,47.63036333,1,No,0,Willing,Relevant,3.226049496,11.49005346,Tier 2,Matched,High,Not Required,0.0,No,6.0,Willing,Not Placed,Fresher,Low
32,Female,64.79800041,85.60601546,65.06544858,Electronics,65.22691244,54.89873227,58.41851085,73.7840394,1,No,5,Not Willing,Relevant,5.770956521,9.884161235,Tier 2,Matched,Medium,Not Required,60.0,Yes,0.0,Willing,Placed,Senior,Medium
25,Female,74.24680541,69.83724937,69.12827093,Information Technology,63.04831953,69.84377445,73.58730114,52.72595503,0,Yes,1,Not Willing,Relevant,5.34704985,6.477940335,Tier 1,Matched,Low,Required,60.0,No,0.0,Willing,Not Placed,Junior,Medium
26,Male,83.85351459,70.32587409,78.47376771,Computer Science,62.08072062,56.36158726,53.12157232,54.6054389,1,No,0,Not Willing,Relevant,5.494658564,7.103583508,Tier 2,Matched,Low,Not Required,90.0,No,3.0,Willing,Not Placed,Junior,Medium
21,Female,73.14164272,59.24834414,67.35661495,Computer Science,82.48864738,55.51230975,63.2799145,90.22524563,5,No,2,Not Willing,Relevant,3.792719669,5.752156151,Tier 3,Matched,Low,Not Required,15.0,No,0.0,Willing,Placed,Fresher,High
34,Female,67.90595981,68.55736255,77.41767929,Information Technology,60.34005666,66.63573389,45.0,62.99160413,2,Yes,3,Not Willing,Not Relevant,4.640009915,5.492008014,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Medium
32,Male,68.04142841,64.6551024,69.31837093,Electronics,74.53488715,60.31426853,93.30580909,62.22203136,4,Yes,2,Not Willing,Relevant,5.0384314,11.70528932,Tier 1,Matched,Medium,Not Required,30.0,No,0.0,Willing,Placed,Senior,Medium
31,Male,75.64630669,61.80515347,70.38565359,Mechanical,61.2207522,54.8952279,45.0,69.74464565,3,Yes,2,Not Willing,Relevant,6.532395295,9.355321865,Tier 3,Matched,Medium,Not Required,15.0,No,3.0,Willing,Not Placed,Senior,Medium
26,Female,68.32400544,64.1981531,72.38151451,Mechanical,61.34602742,57.09280271,72.90720247,69.88813851,1,Yes,1,Not Willing,Relevant,3.420518699,3.0,Tier 1,Matched,Low,Not Required,60.0,No,6.0,Willing,Not Placed,Junior,Medium
30,Female,68.46919049,64.38225028,74.68427494,Electronics,75.49979401,49.52571155,78.90129315,64.87119171,1,Yes,4,Not Willing,Relevant,1.693679094,14.54701752,Tier 3,Matched,Medium,Required,0.0,Yes,3.0,Willing,Placed,Senior,High
23,Male,65.31168298,52.6417888,78.336797,Information Technology,61.2185524,81.74240272,80.57652278,79.47210257,0,Yes,0,Not Willing,Relevant,2.648458188,4.733779405,Tier 2,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
24,Male,65.55970762,67.29827972,67.42409412,Mechanical,74.87011989,53.47714687,62.33051918,59.4142404,2,Yes,3,Not Willing,Not Relevant,5.081523226,4.747658817,Tier 1,Matched,Medium,Not Required,30.0,Yes,0.0,Willing,Not Placed,Junior,Medium
26,Male,78.73319545,72.2980874,77.08712452,Mechanical,71.41702277,57.27024482,46.13330037,55.5702467,2,No,1,Not Willing,Not Relevant,3.720462583,3.0,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Not Willing,Not Placed,Junior,Medium
28,Female,71.24488141,77.41813155,75.72531916,Electronics,76.37876846,61.87660534,46.6304171,96.3354288,0,Yes,2,Not Willing,Relevant,6.011086668,8.674649117,Tier 1,Not Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Junior,High
29,Male,65.82326401,72.01438305,77.22659424,Information Technology,75.75862595,58.7681405,76.45055147,77.67497668,1,No,2,Not Willing,Relevant,2.181399427,5.870097211,Tier 1,Not Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Senior,High
26,Female,70.74121802,72.01438305,69.86895653,Computer Science,66.97196363,68.02351173,61.99797444,63.72699957,3,Yes,2,Not Willing,Not Relevant,5.901250368,9.707463961,Tier 2,Matched,Low,Not Required,60.0,No,3.0,Not Willing,Not Placed,Junior,Medium
27,Male,74.26095789,84.94567836,74.73312073,Electronics,64.58341062,64.34679911,72.76198239,78.45488332,4,Yes,0,Not Willing,Relevant,1.0,9.831167909,Tier 2,Not Matched,High,Not Required,30.0,Yes,3.0,Willing,Not Placed,Junior,Medium
34,Male,62.53772106,68.97047736,67.87469706,Others,67.15179657,63.19713909,61.53084095,71.38137031,2,Yes,3,Not Willing,Relevant,5.552333241,10.65734957,Tier 2,Matched,Medium,Not Required,30.0,Yes,3.0,Willing,Not Placed,Senior,Medium
25,Female,73.43242389,61.18891826,63.20676751,Information Technology,67.47548597,61.03584851,45.0,65.91191378,5,Yes,2,Not Willing,Relevant,7.535253727,3.8725087,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Junior,Medium
34,Male,74.9536466,72.01438305,65.86127017,Electronics,62.82838148,64.73355276,92.25963347,69.98484856,0,No,1,Not Willing,Not Relevant,5.18124447,3.0,Tier 2,Matched,Medium,Not Required,0.0,No,12.0,Not Willing,Placed,Senior,Medium
32,Female,84.03031291,72.79493841,66.60251994,Others,69.64801795,64.81243598,56.12688489,90.55896146,0,Yes,3,Not Willing,Relevant,2.982104142,4.2,Tier 1,Not Matched,Medium,Required,0.0,Yes,3.0,Willing,Placed,Senior,Medium
29,Male,73.43863706,72.46214101,72.39712496,Electronics,77.46489444,60.74840858,65.56185563,80.75383338,0,No,0,Not Willing,Relevant,1.154885782,3.0,Tier 2,Not Matched,Low,Not Required,0.0,No,0.0,Not Willing,Not Placed,Senior,High
24,Male,58.74349186,76.79771646,82.1861047,Computer Science,75.63348171,45.83035476,61.42134535,78.58487132,1,No,1,Not Willing,Not Relevant,6.867079624,11.91240014,Tier 1,Not Matched,Medium,Not Required,30.0,No,6.0,Willing,Not Placed,Junior,High
30,Male,75.28494963,72.38413357,73.12508471,Others,51.46958709,61.39415453,78.10194065,82.90016211,2,No,4,Not Willing,Not Relevant,8.154058792,11.25945755,Tier 1,Matched,Medium,Not Required,90.0,Yes,3.0,Willing,Not Placed,Senior,Medium
31,Male,72.31515024,68.21263888,62.45176551,Others,61.5597756,64.54657523,57.8146737,83.39532848,2,Yes,0,Not Willing,Relevant,6.024711608,4.286293516,Tier 2,Matched,Low,Not Required,0.0,No,12.0,Willing,Not Placed,Senior,Medium
26,Male,71.16426346,76.70192685,74.99154142,Electronics,58.12299138,74.39642217,61.80353282,87.65611288,4,No,0,Not Willing,Relevant,3.834171865,4.854825164,Tier 2,Matched,High,Not Required,0.0,No,6.0,Willing,Not Placed,Junior,Medium
25,Female,79.72871326,72.37054419,70.49168139,Computer Science,64.33386787,72.08046978,60.25603316,78.15399543,2,No,2,Not Willing,Relevant,2.884854038,9.082446974,Tier 3,Not Matched,High,Not Required,0.0,No,3.0,Willing,Not Placed,Junior,Medium
21,Female,73.73544577,72.8387842,74.41268658,Mechanical,51.7645365,48.6523574,53.91663139,87.70747904,1,No,2,Not Willing,Relevant,7.775625578,9.028708403,Tier 1,Not Matched,High,Not Required,0.0,No,6.0,Not Willing,Not Placed,Fresher,Medium
25,Female,75.86895281,65.56547711,78.97707858,Computer Science,65.405648,66.87338719,59.38716552,77.86334862,1,Yes,2,Willing,Not Relevant,6.637081473,3.0,Tier 2,Matched,Low,Not Required,0.0,No,0.0,Willing,Placed,Junior,Medium
33,Male,64.47795564,91.30057365,69.8323642,Mechanical,62.22732927,51.93436526,55.77706996,82.72909338,0,No,2,Not Willing,Relevant,5.705104786,9.824198874,Tier 1,Matched,Medium,Not Required,30.0,No,6.0,Willing,Not Placed,Senior,Medium
25,Male,73.80295882,73.45322782,75.39683184,Mechanical,69.43869577,56.00966495,78.18425367,95.45531762,2,No,1,Not Willing,Relevant,4.963106735,3.0,Tier 1,Matched,High,Not Required,0.0,No,6.0,Willing,Not Placed,Junior,Medium
34,Male,66.43332394,71.4044227,79.18801234,Others,82.73900405,65.91524248,80.53428841,84.20572689,0,Yes,0,Not Willing,Relevant,3.260985651,7.105768018,Tier 2,Matched,Medium,Not Required,60.0,No,0.0,Willing,Placed,Senior,High
29,Male,66.42602178,80.33946444,75.27575604,Others,71.72804283,45.28517783,74.470063,73.50572502,1,Yes,1,Not Willing,Relevant,8.91715133,7.87616776,Tier 3,Matched,Medium,Not Required,30.0,No,0.0,Willing,Placed,Senior,Medium
21,Female,66.91961287,86.91540416,79.18619656,Electronics,90.27433468,65.73441212,76.44842683,58.99513112,2,Yes,4,Not Willing,Relevant,1.0,7.653646981,Tier 3,Matched,Low,Not Required,15.0,No,3.0,Willing,Placed,Fresher,High
25,Female,59.07097223,85.47739264,83.840671,Information Technology,91.64260187,63.10205586,55.22652999,81.58144477,1,No,1,Willing,Not Relevant,8.010731695,9.906988637,Tier 1,Not Matched,High,Not Required,15.0,No,0.0,Not Willing,Not Placed,Junior,High
27,Male,67.61799492,68.67458123,74.31768524,Others,84.26392523,56.6589398,58.80006283,76.97971901,2,No,0,Not Willing,Relevant,1.845826842,8.299265001,Tier 2,Matched,Low,Not Required,15.0,No,0.0,Not Willing,Not Placed,Junior,High
31,Female,69.02482378,67.19939432,76.0064703,Information Technology,70.82290485,41.9849134,85.06683091,69.16205481,2,No,2,Willing,Relevant,7.281754153,7.07152315,Tier 2,Matched,High,Not Required,30.0,No,3.0,Not Willing,Placed,Senior,Medium
26,Male,64.62765876,66.5882787,79.38703814,Others,61.5037204,64.32845661,65.10332066,71.20165539,2,Yes,0,Not Willing,Relevant,2.597812022,3.0,Tier 2,Not Matched,Low,Required,0.0,No,12.0,Willing,Not Placed,Junior,Medium
26,Male,82.43958712,63.29851789,77.1743672,Mechanical,67.16358566,63.13504586,67.33364806,72.8188371,2,Yes,0,Willing,Not Relevant,2.342978503,4.368811814,Tier 3,Matched,Low,Not Required,30.0,Yes,3.0,Not Willing,Not Placed,Junior,Medium
32,Male,70.35485816,66.41574189,64.98320581,Others,56.50759628,66.34144251,63.03491867,69.73451158,3,No,2,Willing,Not Relevant,2.981558183,9.487522374,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Not Placed,Senior,Medium
27,Female,69.97121038,62.5301213,79.06907014,Mechanical,64.10627663,61.91893788,69.27775318,74.19320862,1,No,1,Not Willing,Relevant,3.187367928,6.716808537,Tier 1,Matched,Medium,Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
26,Male,64.70812436,62.06896768,66.4976301,Information Technology,51.52216772,52.40441393,74.03648441,73.8788297,3,No,2,Not Willing,Relevant,3.211500639,5.321210527,Tier 1,Not Matched,Low,Required,60.0,No,0.0,Willing,Not Placed,Junior,Medium
25,Female,80.68163253,80.16420577,78.85942374,Others,46.96653836,64.88025251,47.19727737,72.41008813,1,Yes,0,Willing,Not Relevant,6.578208225,7.335620125,Tier 1,Matched,Medium,Required,15.0,Yes,3.0,Willing,Not Placed,Junior,Low
30,Female,65.17312137,79.37774621,68.85144779,Computer Science,63.34801225,58.61806905,83.36122752,80.14723683,1,No,0,Not Willing,Not Relevant,2.277016849,6.444493946,Tier 3,Not Matched,Low,Not Required,15.0,No,3.0,Not Willing,Not Placed,Senior,Medium
25,Male,70.79574386,71.79421191,66.30671189,Mechanical,83.46266254,53.88712343,73.71350349,93.60680512,4,No,0,Willing,Relevant,6.874985546,10.96553568,Tier 2,Not Matched,Medium,Required,60.0,No,0.0,Willing,Not Placed,Junior,High
29,Female,75.8498248,85.4379969,80.49204597,Others,65.49627773,63.46340406,75.2165766,82.0139424,3,No,5,Willing,Relevant,6.933231802,4.227499888,Tier 1,Matched,Low,Required,15.0,No,0.0,Willing,Placed,Senior,Medium
34,Male,60.59686861,66.4325617,70.88704786,Electronics,58.98186343,70.94178331,74.91831908,85.46827563,1,Yes,1,Willing,Relevant,3.998262742,5.888194985,Tier 1,Matched,High,Not Required,60.0,No,0.0,Not Willing,Not Placed,Senior,Medium
28,Female,67.60432338,80.31654087,86.40783246,Mechanical,82.48710662,67.84740475,74.63391138,81.88874693,1,No,1,Not Willing,Relevant,4.579379635,16.2359717,Tier 3,Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,High
34,Male,71.80370516,64.96803101,70.21275165,Electronics,69.03606566,76.34364977,81.95476941,63.53382999,0,No,0,Willing,Relevant,5.355191596,4.93017361,Tier 1,Matched,Medium,Not Required,0.0,No,0.0,Willing,Placed,Senior,Medium
32,Male,69.25157595,72.64664365,79.08983877,Computer Science,57.47002346,42.70191018,63.88329003,45.31985964,2,Yes,0,Not Willing,Relevant,5.779426194,8.246819717,Tier 1,Matched,Low,Not Required,15.0,No,0.0,Willing,Not Placed,Senior,Medium
30,Male,73.30811796,60.09933923,78.81504937,Electronics,45.76398822,64.24358836,50.20096231,76.3586354,1,No,2,Not Willing,Relevant,6.406019292,3.0,Tier 1,Matched,Low,Not Required,30.0,No,3.0,Willing,Not Placed,Senior,Low
34,Male,70.59415575,74.60516853,67.7415452,Information Technology,74.16852291,52.51695479,45.0,71.89199312,1,No,0,Not Willing,Relevant,2.261008313,6.504998575,Tier 2,Not Matched,Low,Not Required,30.0,Yes,3.0,Willing,Not Placed,Senior,Medium
24,Male,76.35492641,74.94970462,79.49301161,Information Technology,59.95285488,74.42963938,85.58260751,100.0,1,No,1,Not Willing,Not Relevant,3.569380949,5.992565874,Tier 1,Not Matched,Low,Required,30.0,No,0.0,Not Willing,Not Placed,Junior,Medium
24,Female,61.43129465,76.40650443,85.33859704,Information Technology,77.61036486,62.90997718,62.49913294,72.61633976,1,Yes,2,Not Willing,Relevant,1.0,10.42634423,Tier 3,Matched,Medium,Not Required,15.0,No,0.0,Willing,Not Placed,Junior,High
30,Male,73.80877876,72.01438305,73.66341578,Others,67.48581987,53.31172789,63.61134395,86.5535056,0,No,1,Not Willing,Not Relevant,1.477632401,6.784612905,Tier 3,Matched,Medium,Not Required,15.0,No,12.0,Willing,Not Placed,Senior,Medium
25,Male,69.86654731,66.53606967,90.78257861,Information Technology,84.9011653,70.12413142,71.04329338,71.16598059,1,No,1,Not Willing,Not Relevant,5.021034114,3.0,Tier 2,Matched,Low,Not Required,15.0,No,6.0,Willing,Not Placed,Junior,High
33,Female,70.60211895,77.43006512,77.65664855,Mechanical,65.83753753,55.67953294,45.5781409,67.49343087,1,No,0,Not Willing,Not Relevant,8.249148784,8.202722307,Tier 3,Matched,Medium,Not Required,0.0,No,6.0,Willing,Not Placed,Senior,Medium
33,Male,72.85001819,72.15804027,72.09573082,Mechanical,86.11520683,80.29175397,69.22708966,60.50216294,3,No,1,Not Willing,Relevant,5.646389125,8.258475405,Tier 3,Matched,Medium,Not Required,30.0,No,12.0,Willing,Not Placed,Senior,High
23,Male,60.95441521,73.60556951,71.85415916,Others,67.23452873,60.40291603,57.91637543,72.78447796,1,No,0,Not Willing,Relevant,1.0,8.549284139,Tier 1,Matched,Medium,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
28,Female,67.72854036,70.53278035,69.84347536,Others,75.65164201,73.03913758,61.05061088,73.55580892,2,No,3,Willing,Relevant,5.068984998,8.629340514,Tier 2,Matched,Low,Not Required,15.0,No,0.0,Willing,Placed,Junior,High
27,Male,78.07229426,88.30404815,57.48285378,Mechanical,62.28201254,52.10295118,73.24178276,100.0,3,Yes,0,Not Willing,Relevant,10.30104182,6.499777739,Tier 3,Matched,Medium,Not Required,0.0,No,6.0,Willing,Placed,Junior,Medium
25,Female,63.23488174,68.34300364,65.9325815,Computer Science,80.79856874,74.97120043,71.38475555,99.71087488,2,No,0,Willing,Relevant,2.384845029,8.308388971,Tier 1,Matched,Low,Not Required,30.0,No,12.0,Not Willing,Not Placed,Junior,High
30,Female,71.35128232,77.18106237,71.74226018,Mechanical,72.79054623,56.38116905,76.42574737,65.08865429,1,Yes,1,Not Willing,Relevant,2.723379973,11.14903682,Tier 2,Matched,Medium,Not Required,15.0,No,3.0,Willing,Not Placed,Senior,Medium
23,Female,71.30763009,74.193728,76.0439631,Computer Science,70.61189338,72.50370794,60.18120134,71.82620502,4,Yes,1,Not Willing,Not Relevant,3.542708678,8.482152287,Tier 3,Not Matched,Low,Required,0.0,No,6.0,Willing,Not Placed,Junior,Medium
25,Male,71.9433209,65.10905451,65.76308067,Others,62.63114627,58.98246625,86.34168186,58.27335761,1,Yes,0,Not Willing,Relevant,4.455824786,7.568286208,Tier 1,Matched,Low,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
23,Female,50.32734186,70.76775972,79.27358887,Computer Science,82.11903127,56.3514979,50.90207275,51.24931934,3,Yes,2,Not Willing,Relevant,4.214385924,7.494438033,Tier 2,Matched,Medium,Not Required,30.0,Yes,3.0,Willing,Not Placed,Junior,High
30,Male,82.06454007,66.27077655,59.08558704,Electronics,74.1811519,75.4099823,55.49318143,77.22592988,1,Yes,3,Not Willing,Relevant,8.543484354,8.988896934,Tier 3,Matched,Low,Required,60.0,No,3.0,Not Willing,Placed,Senior,Medium
25,Female,62.54205322,82.43020403,67.77665367,Computer Science,68.80095045,52.84672917,65.80392988,52.46036514,0,No,0,Willing,Relevant,7.368255505,8.855975324,Tier 3,Matched,High,Not Required,90.0,No,3.0,Willing,Not Placed,Junior,Medium
21,Female,81.14025029,56.50355212,80.05231785,Electronics,86.1511122,67.44967175,72.72625978,69.92930703,1,No,2,Not Willing,Relevant,10.75359624,8.04551229,Tier 2,Matched,High,Not Required,60.0,No,3.0,Willing,Placed,Fresher,High
26,Female,62.40789914,66.07411676,72.48402375,Others,79.25283448,61.80122278,55.20205928,66.73669052,1,Yes,2,Willing,Not Relevant,1.972488345,7.283791723,Tier 1,Matched,Medium,Not Required,0.0,Yes,6.0,Not Willing,Not Placed,Junior,High
30,Male,69.97121038,61.16628112,64.0026339,Mechanical,40.94278117,66.91700807,75.5772201,87.48672024,2,Yes,3,Not Willing,Relevant,4.05015938,10.11194808,Tier 1,Not Matched,Low,Required,0.0,No,0.0,Not Willing,Not Placed,Senior,Low
24,Female,66.5569312,64.66506395,73.90192589,Information Technology,47.53736675,52.37663126,78.60685119,48.80636697,1,No,2,Not Willing,Not Relevant,3.421986055,9.034839736,Tier 3,Matched,Medium,Not Required,0.0,No,3.0,Not Willing,Not Placed,Junior,Low
24,Male,63.48397585,78.33600117,60.90936419,Computer Science,69.58169903,47.01527707,58.66986272,100.0,2,No,1,Not Willing,Not Relevant,4.536026612,6.058145409,Tier 1,Matched,Low,Not Required,0.0,No,3.0,Willing,Placed,Junior,Medium
28,Female,91.14939026,80.32039081,83.59117153,Electronics,63.23065276,53.8654418,59.43217034,79.83347351,3,No,0,Not Willing,Relevant,6.515467949,7.630939895,Tier 3,Matched,High,Not Required,30.0,No,0.0,Willing,Not Placed,Junior,Medium
22,Female,68.04798371,69.73947121,75.74629286,Mechanical,67.75349008,64.63884024,61.41115087,81.55284186,1,No,2,Not Willing,Relevant,5.479512714,4.219006163,Tier 2,Matched,Medium,Required,15.0,No,0.0,Willing,Placed,Fresher,Medium
24,Male,58.59672334,78.29057572,78.63957158,Computer Science,65.31042015,48.94705965,57.57936528,74.03797727,0,Yes,1,Not Willing,Not Relevant,4.446965901,6.197593553,Tier 2,Matched,Medium,Not Required,30.0,No,3.0,Willing,Not Placed,Junior,Medium
22,Female,81.47437496,82.81318116,72.57599332,Electronics,75.06946205,68.79656357,73.27913186,69.71880384,2,Yes,2,Not Willing,Relevant,1.943001181,8.57034537,Tier 2,Not Matched,Low,Not Required,30.0,No,12.0,Not Willing,Not Placed,Fresher,High
21,Female,76.69956375,82.34198444,62.86248849,Information Technology,78.59723443,60.73902195,72.51331559,74.91445198,0,Yes,3,Willing,Not Relevant,4.445162639,9.643190013,Tier 2,Matched,Low,Not Required,0.0,No,3.0,Willing,Placed,Fresher,High
30,Male,82.47174657,63.54230827,65.79999589,Information Technology,65.55281181,52.57925807,70.66549188,70.73306187,2,Yes,3,Not Willing,Relevant,7.295722963,8.250108209,Tier 3,Not Matched,High,Not Required,15.0,No,0.0,Not Willing,Placed,Senior,Medium
33,Male,59.28983306,85.82752732,74.67883937,Computer Science,66.63993469,45.75586218,69.86744864,53.00075952,0,No,2,Not Willing,Relevant,7.111865941,10.30115912,Tier 1,Matched,Low,Required,15.0,No,18.0,Willing,Not Placed,Senior,Medium
33,Female,62.78275989,77.51653178,65.92120094,Mechanical,48.17671696,65.78789786,46.63315063,70.1065961,1,Yes,0,Not Willing,Relevant,7.434005863,11.01651098,Tier 2,Not Matched,Low,Not Required,30.0,Yes,0.0,Willing,Not Placed,Senior,Low
23,Female,72.9892909,76.32304851,78.54170375,Others,90.05070597,70.94259264,61.90687073,65.03422299,1,No,0,Willing,Not Relevant,1.0,6.700416726,Tier 2,Not Matched,Low,Required,30.0,No,0.0,Willing,Not Placed,Junior,High
32,Female,67.08800381,71.5964172,65.86753466,Computer Science,68.15121944,67.3281848,86.15557324,60.2285622,4,No,3,Willing,Relevant,3.885041555,3.0,Tier 2,Matched,Medium,Not Required,30.0,No,3.0,Willing,Placed,Senior,Medium
28,Male,65.30326608,76.25902208,90.12666855,Mechanical,82.38160624,59.63813389,47.72758309,79.64374681,2,Yes,0,Not Willing,Not Relevant,5.097574768,3.0,Tier 1,Not Matched,Medium,Not Required,15.0,No,3.0,Willing,Not Placed,Junior,High
26,Male,75.58834884,62.49690826,74.78869193,Computer Science,74.48217877,73.44834008,84.484985,94.83252788,0,Yes,2,Willing,Relevant,6.80007296,8.189619098,Tier 2,Matched,High,Not Required,30.0,No,3.0,Willing,Placed,Junior,Medium
